accession_id,replicate_id,FT16,FT10
9814,7495,48.33333333,71.5
9815,7496,48.0,72.5
9816,7497,39.0,63.0
9817,7498,63.75,64.25
9818,7499,70.75,79.5
9819,7500,98.5,98.0
9820,7501,55.75,61.75
9821,7502,72.25,79.5
9822,7503,62.33333333,82.0
9823,7504,42.0,63.0
9824,7505,143.0,115.5
9825,7506,63.5,68.5
9826,7507,73.0,77.0
9827,7508,60.0,69.25
9828,7509,78.75,82.25
9829,7510,83.0,83.25
9830,7511,51.25,61.5
9831,7512,88.25,86.25
9832,7513,90.33333333,97.0
9833,7514,65.66666667,75.75
9834,7515,63.75,75.0
9835,7516,69.75,81.75
9836,7517,128.5,109.5
9837,7518,64.25,76.3333333333
9838,7519,67.0,73.5
9839,7520,115.0,102.75
9840,7521,120.5,100.5
9841,7522,68.0,77.75
9842,7523,77.0,90.75
9843,7524,58.66666667,62.75
9844,7525,84.25,89.25
9845,7526,65.0,77.5
9846,7527,119.6666667,116.0
9847,7528,45.0,60.0
9848,7529,98.0,85.75
9849,7530,99.66666667,99.0
9850,7531,83.0,95.5
9851,7532,144.0,119.5
9852,7533,67.33333333,76.25
9853,7534,35.5,56.75
9854,7535,40.66666667,58.75
9855,7536,61.66666667,73.0
9856,7537,63.5,75.25
9857,7538,66.5,65.75
9858,7539,123.5,120.75
9859,7540,83.0,76.25
9860,7541,64.33333333,80.75
9861,7542,114.5,107.5
9862,7543,53.75,67.5
9863,7544,39.25,58.5
9864,7545,57.25,63.25
9865,7546,41.5,93.0
9866,7547,118.0,104.75
9867,7548,101.6666667,101.75
9868,7549,68.66666667,70.25
9869,7550,80.75,86.25
9870,7551,111.0,100.5
9871,7552,117.6666667,105.0
9872,7553,106.0,105.5
9873,7554,55.66666667,66.75
9874,7555,56.25,68.75
9875,7556,44.75,63.75
9876,7557,74.75,87.25
9877,7558,,124.75
9878,7559,116.0,113.25
9879,7560,59.5,68.5
9880,7561,87.5,91.5
9881,7562,78.5,82.0
9882,7563,70.33333333,78.5
9883,7564,41.75,60.0
9884,7565,91.0,97.0
9885,7566,119.0,116.25
9886,7567,57.0,85.75
9887,7568,90.75,89.3333333333
9888,7569,96.66666667,86.25
9889,7570,,153.5
9890,7571,94.33333333,96.0
9891,7572,,83.0
9892,7573,84.5,88.5
9893,7574,52.5,60.0
9894,7575,76.66666667,88.25
9895,7576,71.0,75.75
9896,7577,95.66666667,79.5
9897,7578,81.5,81.0
9898,7579,97.25,97.75
9899,7580,58.0,70.75
9900,7581,50.0,53.0
9901,7582,102.5,117.0
9902,7583,110.3333333,98.0
9903,7584,108.75,108.0
9904,7585,114.6666667,107.5
9905,7586,95.0,89.75
9906,7587,80.0,88.0
9907,7588,46.75,67.5
9908,7589,46.5,65.25
9909,7590,57.0,87.0
991,7591,106.75,110.5
9910,7592,43.5,70.0
9911,7593,44.5,66.0
9913,7594,50.75,81.5
9914,7595,55.25,74.75
9915,7596,75.5,84.25
9916,7597,51.5,68.75
9917,7598,54.25,75.25
9918,7599,90.0,81.25
9919,7600,47.0,67.75
992,7601,100.0,116.0
9920,7602,48.66666667,64.0
9921,7603,48.25,64.5
9922,7604,43.5,62.75
9923,7605,50.0,66.25
9924,7606,57.0,66.5
9925,7607,79.0,92.5
9926,7608,44.33333333,67.0
9927,7609,73.25,87.75
9928,7610,77.0,83.5
9929,7611,88.0,85.25
9930,7612,68.66666667,75.75
9931,7613,42.33333333,57.0
9932,7614,76.0,81.5
9933,7615,49.0,76.75
9934,7616,43.0,56.0
9935,7617,73.75,79.25
9936,7618,46.75,71.75
9937,7619,47.75,67.0
9938,7620,74.0,67.25
9939,7621,60.75,75.25
9940,7622,50.0,67.0
9941,7623,42.5,70.0
9942,7624,110.6666667,65.6666666667
9943,7625,61.5,74.0
9944,7626,68.0,75.75
9945,7627,110.0,113.5
9946,7628,54.5,61.5
9947,7629,125.0,104.5
9948,7630,,105.0
9949,7631,61.5,76.75
9950,7632,86.25,99.0
9951,7633,109.6666667,98.75
9952,7634,104.3333333,86.0
9953,7635,93.25,88.0
9954,7636,104.75,97.5
9955,7637,73.0,80.5
9956,7638,61.0,72.75
9957,7639,85.0,83.75
9958,7640,76.5,82.0
9959,7641,78.75,81.5
9960,7642,66.66666667,82.5
9961,7643,81.5,84.25
9962,7644,71.75,78.0
9963,7645,66.66666667,75.0
9964,7646,64.5,70.0
9965,7647,56.0,70.5
9966,7648,80.0,90.5
9967,7649,67.33333333,70.0
9968,7650,57.75,66.75
9969,7651,69.25,68.75
997,7652,87.5,101.25
9970,7653,81.75,86.5
9971,7654,61.0,70.5
9972,7655,58.75,63.0
9973,7656,110.0,94.25
9974,7657,93.5,94.0
9975,7658,82.33333333,79.25
9976,7659,72.5,79.0
9977,7660,91.75,94.75
9978,7661,94.5,80.25
9979,7662,68.5,82.5
9980,7663,60.5,68.5
9981,7664,55.5,69.25
9982,7665,79.25,85.5
9983,7666,58.5,63.0
9984,7667,56.0,65.75
9985,7668,63.5,71.0
9986,7669,86.0,89.3333333333
9987,7670,82.25,91.0
9988,7671,112.3333333,95.5
9989,7672,111.0,103.5
9990,7673,75.0,83.75
9991,7674,92.75,90.5
9992,7675,95.75,92.25
9993,7676,119.6666667,97.75
9994,7677,54.5,78.0
9995,7678,41.75,64.25
9996,7679,38.25,61.3333333333
9997,7680,51.5,70.25
9998,7681,46.25,68.0
9999,7682,54.25,72.0
